sent_ID	fr_term	counts	matches_strict	matches_caseless	matches_loose
146	Pakistan	1	1	1	1
147	COVID-19	1	1	1	1
147	CNB	1	0	0	0
147	examinateurs	1	1	1	1
148	examinateurs	1	1	1	1
148	démographique	1	1	1	1
148	qualitatifs	1	1	1	1
148	COVID-19	1	1	1	1
148	transversale	1	1	1	1
148	examen	1	1	1	1
150	examen	2	1	1	1
152	Zoom	1	1	1	1
153	CER	1	0	0	0
153	CNB	1	0	0	0
154	examen	1	1	1	1
155	examinateurs	1	1	1	1
157	examen	1	1	1	1
163	représentatif	1	0	0	0
164	population	1	1	1	1
165	linéaire	1	0	0	0
165	IAS	1	0	0	0
172	alimentaire	1	0	0	0
172	populations	1	1	1	1
174	biopsie	1	1	1	1
174	taux	1	1	1	1
175	prédicteurs	1	1	1	1
175	africains	1	1	1	1
175	fardeau	1	1	1	1
175	morbidité	1	1	1	1
175	patients	1	1	1	1
176	transrectale	1	1	1	1
176	facteurs	1	1	1	1
176	population	1	1	1	1
176	biopsie	1	1	1	1
176	incidence	1	1	1	1
176	patients	1	1	1	1
176	histologiques	1	1	1	1
176	prostate	1	1	1	1
176	fonction	1	1	1	1
176	africaine	1	1	1	1
177	biopsie	1	1	1	1
177	prostate	1	1	1	1
177	transrectale	1	1	1	1
177	cohorte	1	1	1	1
177	observationnelle	1	1	1	1
178	uriner	1	0	0	0
178	neurologiques	1	1	1	1
178	miction	1	0	0	0
179	patients	1	1	1	1
179	démographiques	1	1	1	1
179	caractéristiques	1	1	1	1
180	intervention	1	1	1	1
180	débit	1	1	1	1
180	uroflowmétrie	1	0	0	0
180	patients	1	1	1	1
181	histologiques	1	1	1	1
181	prostate	1	0	0	0
181	risque	2	1	1	1
181	facteurs	2	1	1	1
182	saignement	1	0	0	0
182	complications	1	1	1	1
182	biopsie	1	1	1	1
183	statistique	1	1	1	1
183	SPSS	1	1	1	1
183	valeur	1	1	1	1
183	significative	1	1	1	1
183	p	1	1	1	1
184	débit	1	1	1	1
184	insuffisance	1	0	0	0
184	patients	1	1	1	1
185	population	1	1	1	1
185	hématurie	1	1	1	1
186	hématurie	1	1	1	1
186	p	1	1	1	1
186	caillots	1	1	1	1
186	risque	1	1	1	1
186	procédure	1	0	0	0
186	associée	1	1	1	1
187	insuffisance	1	0	0	0
187	patients	1	1	1	1
187	biopsie	1	0	0	0
188	associée	1	1	1	1
188	morbidité	1	1	1	1
188	caillots	1	1	1	1
189	Mots-clés	1	0	1	1
190	biopsie	1	1	1	1
190	prostate	1	0	0	0
190	risque	1	1	1	1
190	facteurs	1	0	0	0
190	urinaire	2	2	2	2
191	septique	1	1	1	1
191	arthrite	1	1	1	1
192	traitement	1	1	1	1
192	mortalité	1	1	1	1
192	morbidité	1	1	1	1
192	bactérienne	1	1	1	1
192	colonisation	1	1	1	1
192	maladie	1	1	1	1
193	thérapies	1	1	1	1
193	stromales	1	1	1	1
193	antimicrobiennes	1	1	1	1
193	régénératives	1	1	1	1
195	mésenchymateuses	1	1	1	1
195	inhiberaient	1	1	1	1
195	Escherichia	1	1	1	1
195	lysat	1	1	1	1
195	stromales	1	1	1	1
195	bactérienne	1	1	1	1
195	suppression	1	1	1	1
196	isolées	1	1	1	1
196	adipeux	1	1	1	1
196	stromales	1	1	1	1
196	mésenchymateuses	1	1	1	1
197	traitement	1	1	1	1
197	ASC	1	1	1	1
197	équilibrés	1	0	0	0
198	densité	1	1	1	1
198	optique	1	1	1	1
198	lectures	1	1	1	1
198	colonie	1	0	0	0
198	unités	1	1	1	1
198	mL	1	1	1	1
199	traitements	1	1	1	1
199	bactérienne	1	1	1	1
199	hypothèse	1	1	1	1
200	E.	2	2	2	2
200	bactérienne	1	1	1	1
200	hypothèse	1	1	1	1
200	traitement	1	1	1	1
201	effets	1	1	1	1
201	antimicrobiens	1	1	1	1
202	effets	1	1	1	1
202	significatif	1	1	1	1
202	effet	1	1	1	1
202	S.	1	1	1	1
203	Haaland	1	1	1	1
203	archéologue	1	1	1	1
203	Randi	1	1	1	1
203	norvégienne	1	0	0	0
203	antropologique	1	0	0	0
204	Randi	1	1	1	1
204	paradigmes	1	1	1	1
204	processuel	1	0	0	0
204	post-processuel	1	0	0	0
204	Haaland	1	1	1	1
204	Soudan	1	1	1	1
204	NORAD	1	1	1	1
205	Haaland	1	1	1	1
205	Randi	1	1	1	1
209	douleur	1	1	1	1
209	chirurgie	1	1	1	1
212	score	1	0	0	0
212	échelle	1	0	0	0
212	évaluation	2	0	0	0
214	modèle	1	0	0	0
214	aléatoires	1	0	0	0
218	interventions	1	1	1	1
219	antérieur	1	1	1	1
219	douleur	1	1	1	1
219	scores	1	0	0	0
219	paravertébral	1	1	1	1
219	placebo	1	1	1	1
219	bloc	2	2	2	2
220	scores	1	0	0	0
220	placebo	1	1	1	1
220	douleur	1	0	0	0
221	vomissements	1	0	0	0
221	plaie	2	0	0	0
221	interventions	1	0	0	0
221	infiltration	1	0	0	0
221	nausées	1	0	0	0
221	perfusion	1	0	0	0
224	faible	1	0	0	0
224	probantes	1	0	0	0
226	intervention	1	0	0	0
229	chirurgicale	1	1	1	1
230	moyen	1	0	0	0
230	résidents	1	1	1	1
232	pédagogiques	1	1	1	1
232	obstétrique	1	1	1	1
232	interactions	1	1	1	1
232	postopératoire	1	1	1	1
232	gynécologie	1	1	1	1
234	chirurgiens	1	1	1	1
234	résidents	1	1	1	1
234	laparoscopiques	1	0	0	0
234	interventions	1	0	0	0
235	peropératoires	1	1	1	1
235	codes	3	3	3	3
236	interactions	1	1	1	1
237	résident	1	1	1	1
237	didactiques	1	1	1	1
238	postopératoires	1	0	0	0
238	interactions	1	1	1	1
238	déductive	1	1	1	1
239	didactiques	1	0	0	0
239	interactions	1	0	0	0
240	codes	1	1	1	1
240	déductive	1	1	1	1
241	résidents	1	1	1	1
241	herméneutique	1	1	1	1
241	dialogiques	1	1	1	1
241	phénoménologique	1	1	1	1
243	Bangladesh	1	1	1	1
243	Ghana	1	1	1	1
243	Rica	1	1	1	1
243	Costa	1	1	1	1
244	bien-être	1	1	1	1
245	sociodémographiques	1	1	1	1
246	Ghana	1	1	1	1
246	Costa	1	1	1	1
246	Bangladesh	1	1	1	1
246	transversales	1	1	1	1
246	indicateurs	1	1	1	1
246	Rica	1	1	1	1
247	binaire	1	1	1	1
247	modèle	1	1	1	1
247	bivariée	1	1	1	1
247	régression	1	1	1	1
247	multivariée	1	1	1	1
247	logistique	1	1	1	1
248	R	1	1	1	1
248	statistiques	1	1	1	1
248	SPSS	1	1	1	1
248	IBM	1	1	1	1
249	fonctionnelles	1	1	1	1
249	facteurs	1	0	0	0
249	nutritionnel	1	1	1	1
250	faibles	1	0	0	0
250	Rica	1	1	1	1
250	Costa	1	1	1	1
250	Ghana	1	1	1	1
250	Bangladesh	1	1	1	1
251	Costa	1	1	1	1
251	Rica	1	1	1	1
251	Ghana	1	1	1	1
252	équilibrée	1	1	1	1
252	nutrition	1	0	0	0
252	bien-être	1	1	1	1
253	intergénérationnel	1	1	1	1
253	efficacité	1	1	1	1
253	pandémie	1	1	1	1
253	Chine	1	1	1	1
253	COVID-19	1	1	1	1
254	COVID-19	1	1	1	1
254	Chine	1	1	1	1
254	pandémie	1	1	1	1
255	confinement	1	1	1	1
257	GP&GC	1	1	1	1
257	intergénérationnel	1	1	1	1
257	Chine	2	1	1	1
257	ECNU	1	1	1	1
257	IL	1	1	1	1
257	SMILE	1	1	1	1
257	SSVLP	1	1	1	1
258	pandémie	1	0	0	0
260	comportements	1	1	1	1
262	triage	1	0	0	0
263	mortalité	1	0	0	0
263	COVID-19	1	1	1	1
263	patients	1	0	0	0
266	estimation	1	0	0	0
266	variables	1	0	0	0
266	généralisées	1	0	0	0
266	équations	1	0	0	0
268	coefficients	1	0	0	0
270	patients	1	0	0	0
272	mortalité	1	0	0	0
273	mortalité	1	1	1	1
274	risque	1	0	0	0
275	rapport	1	0	0	0
275	risque	1	1	1	1
275	score	1	1	1	1
280	adrénocorticale	1	0	0	0
280	corticostéroïdes	1	1	1	1
280	auriculaires	1	0	0	0
280	maladie	1	1	1	1
280	dermatologique	1	1	1	1
280	suppression	1	1	1	1
280	dépistage	1	1	1	1
280	hypercorticisme	1	1	1	1
281	terbinafine	1	1	1	1
281	florfénicol	1	1	1	1
281	otite	1	1	1	1
281	furoate	1	1	1	1
281	canine	1	1	1	1
281	suspension	1	1	1	1
281	mométasone	1	1	1	1
282	suppression	1	1	1	1
282	corticosurrénale	1	1	1	1
282	démontré	1	1	1	1
283	HYPOTHÈSE	1	0	0	0
284	terbinafine	1	1	1	1
284	florfénicol	1	1	1	1
284	OE	1	1	1	1
284	mométasone	1	1	1	1
284	furoate	1	1	1	1
284	corticosurrénale	1	1	1	1
284	bilatérale	1	0	0	0
284	suppression	1	1	1	1
286	OE	1	1	1	1
286	kg	1	1	1	1
286	bilatérale	1	1	1	1
286	diagnostiqués	1	1	1	1
288	stimulation	1	1	1	1
288	ACTH	1	1	1	1
288	pré-	1	0	0	0
288	cortisol	1	1	1	1
288	post-corticotrope	1	0	0	0
289	topique	1	1	1	1
289	mométasone	1	1	1	1
289	terbinafine	1	1	1	1
289	florfénicol	1	0	0	0
289	furoate	1	1	1	1
289	appliqué	1	1	1	1
290	stimulation	1	1	1	1
290	cortisol	1	1	1	1
292	concentrations	1	1	1	1
292	dL	4	4	4	4
292	µg	4	0	0	0
292	écart	2	0	0	0
292	pré-	1	0	0	0
292	moyennes	1	0	0	0
292	cortisol	1	1	1	1
293	significative	1	1	1	1
293	concentrations	1	1	1	1
293	cortisol	1	1	1	1
293	J0	1	1	1	1
293	P	1	1	1	1
295	fonction	1	1	1	1
295	florfénicol	1	0	0	0
295	corticosurrénale	1	1	1	1
295	terbinafine	1	1	1	1
295	tests	1	1	1	1
295	corticosurrénalienne	1	0	0	0
295	furoate	1	1	1	1
295	suppression	1	1	1	1
295	appliqué	1	0	0	0
295	mométasone	1	1	1	1
296	brachial	1	1	1	1
296	intervention	1	1	1	1
296	plexus	1	1	1	1
296	chirurgiens	1	1	1	1
296	bloc	1	0	0	0
296	anesthésiologistes	1	1	1	1
297	chirurgies	1	0	0	0
298	rétrospective	1	1	1	1
298	opération	1	0	0	0
299	interventions	1	0	0	0
299	patients	1	0	0	0
299	fixation	1	1	1	1
299	pédiatriques	1	0	0	0
299	métacarpienne	1	1	1	1
299	cas	2	1	1	1
299	interne	1	1	1	1
300	tests	1	1	1	1
300	statistiques	1	1	1	1
300	paramétriques	1	1	1	1
301	cas	2	2	2	2
301	anesthésie	1	1	1	1
301	n	1	1	1	1
302	congé	1	1	1	1
302	moyenne	1	0	0	0
302	opération	1	0	0	0
303	patients	2	1	1	1
303	analgésie	1	1	1	1
304	antiémétiques	1	1	1	1
304	patients	2	1	1	1
305	parentérale	1	1	1	1
306	anesthésie	1	1	1	1
306	anesthétiques	1	0	0	0
309	testostérone	2	1	1	1
310	testostérone	1	1	1	1
310	concentration	1	1	1	1
311	sexuelle	1	1	1	1
311	activité	1	1	1	1
311	testostérone	1	1	1	1
312	cortisol	1	1	1	1
312	masturbation	1	0	0	0
312	cinétique	1	1	1	1
312	testostérone	2	1	1	1
313	effets	1	0	0	0
313	masturbation	2	1	1	1
313	cinétique	1	1	1	1
316	concentrations	1	1	1	1
316	testostérone	1	1	1	1
317	cortisol	1	0	0	0
317	testostérone	2	1	1	1
321	sarcopénie	1	0	0	0
321	squelettiques	1	0	0	0
321	fonction	1	1	1	1
321	fragilité	1	1	1	1
322	sarcopénie	1	0	0	0
322	implantation	1	1	1	1
322	événements	1	1	1	1
322	indésirables	1	1	1	1
322	aortique	1	1	1	1
322	association	1	1	1	1
323	rétrospective	1	1	1	1
323	Toronto	1	1	1	1
323	cohorte	1	1	1	1
324	préopératoire	1	1	1	1
324	tomodensitométrie	1	1	1	1
324	patients	1	1	1	1
325	squelettique	1	1	1	1
325	indice	1	0	0	0
325	musculaire	1	1	1	1
325	psoas	1	1	1	1
326	IMMS	3	0	0	0
326	sarcopénie	1	1	1	1
326	quartile	1	1	1	1
326	médiane	1	1	1	1
327	gastro-intestinales	1	0	0	0
327	mortalité	1	1	1	1
327	neurologiques	1	1	1	1
327	complications	1	1	1	1
327	postopératoires	1	1	1	1
327	cardiovasculaires	1	1	1	1
327	pulmonaires	1	1	1	1
327	événements	1	1	1	1
327	indésirables	1	1	1	1
327	morbidité	1	1	1	1
328	univariée	1	1	1	1
328	association	1	1	1	1
328	logistiques	1	0	0	0
328	sarcopénie	1	1	1	1
328	multivariée	1	1	1	1
328	régressions	1	0	0	0
328	événements	1	1	1	1
328	indésirables	1	1	1	1
329	patients	1	1	1	1
330	comorbidité	1	1	1	1
330	insuffisance	1	1	1	1
330	congestive	1	1	1	1
331	indésirables	1	1	1	1
331	patients	1	1	1	1
331	événements	1	1	1	1
332	moyen	1	1	1	1
332	logistique	1	1	1	1
332	quartile	1	1	1	1
332	IMMS	3	0	0	0
332	postopératoires	1	1	1	1
332	intervalle	1	0	0	0
332	événements	1	1	1	1
332	RC	3	3	3	3
332	indésirables	1	1	1	1
332	rapport	1	1	1	1
332	régression	1	1	1	1
332	confiance	1	1	1	1
332	univariée	1	1	1	1
332	IC	3	3	3	3
333	prédicteur	1	1	1	1
333	indésirables	1	1	1	1
333	multivariée	1	0	0	0
333	RC	1	1	1	1
333	événements	1	1	1	1
333	quartile	1	1	1	1
334	psoas	1	1	1	1
334	radiologiques	1	1	1	1
334	associée	1	1	1	1
334	sarcopénie	1	1	1	1
334	morbidité	1	1	1	1
334	mortalité	1	1	1	1
340	sondage	1	0	0	0
341	sondage	1	0	0	0
345	significatives	1	0	0	0
346	p	4	1	1	1
353	taux	1	1	1	1
353	effet	1	1	1	1
353	incidence	1	0	0	0
353	inhalateurs	1	0	0	0
353	Canada	1	1	1	1
353	nicotine	1	1	1	1
353	tabagisme	2	1	1	1
354	tabagisme	2	1	1	1
354	AVAQ	1	1	1	1
354	ajustées	1	1	1	1
354	modèles	1	1	1	1
354	Markov	1	1	1	1
354	ordonnance	1	0	0	0
354	inhalateurs	3	0	0	0
354	cohortes	1	1	1	1
356	Monte	1	1	1	1
356	Carlo	1	1	1	1
356	itérations	1	0	0	0
357	tabagisme	1	1	1	1
357	ordonnance	1	1	1	1
357	inhalateurs	3	0	0	0
358	inhalateurs	3	0	0	0
358	tabagisme	1	1	1	1
358	ordonnance	1	1	1	1
358	nicotine	3	0	0	0
359	ordonnance	1	1	1	1
359	inhalateurs	1	0	0	0
360	population	2	2	2	2
360	ordonnance	1	1	1	1
360	canadienne	1	1	1	1
360	inhalateurs	1	0	0	0
362	faibles	1	1	1	1
362	pharmaceutique	1	1	1	1
363	prescription	1	1	1	1
363	PM	1	0	0	0
365	préventives	1	1	1	1
365	ACMT	1	0	0	0
365	Abia	1	1	1	1
367	Nigeria	1	1	1	1
367	transversale	1	1	1	1
367	Abia	1	1	1	1
368	auto-administré	1	0	0	0
368	ACMT	1	1	1	1
369	préventives	1	1	1	1
371	moyen±SD	1	0	0	0
373	MAN	1	1	1	1
373	authentification	1	1	1	1
373	ACMT	1	1	1	1
374	ACMT	1	1	1	1
375	ACMT	1	1	1	1
376	analgésiques	1	0	0	0
377	traitement	1	1	1	1
377	pharmaceutiques	1	1	1	1
378	préventive	1	1	1	1
380	ACMT	1	1	1	1
382	ACMT	1	1	1	1
384	pharmaceutiques	1	1	1	1
385	préventive	1	0	0	0
387	Nigeria	1	1	1	1
388	vulnérables	1	1	1	1
388	PCNP	1	1	1	1
389	associations	1	1	1	1
389	caractéristiques	2	1	1	1
389	allaitement	1	1	1	1
389	psychosociales	1	1	1	1
389	Toronto	1	1	1	1
389	PCNP	2	2	2	2
389	sociodémographiques	1	1	1	1
390	PCNP	1	1	1	1
390	Toronto	1	1	1	1
391	maternelles	1	1	1	1
391	régression	1	1	1	1
391	associations	1	1	1	1
391	caractéristiques	1	1	1	1
391	gestationnel	1	1	1	1
391	prénatal	1	1	1	1
391	multivariée	1	0	0	0
392	Statistique	1	1	1	1
392	Canada	2	2	2	2
392	ajusté	1	0	0	0
392	faible	1	1	1	1
393	associée	1	1	1	1
394	faible	2	2	2	2
394	IC	2	2	2	2
395	PCNP	1	1	1	1
395	maternelles	1	1	1	1
395	caractéristiques	1	1	1	1
397	vulnérables	1	1	1	1
397	périnataux	1	0	0	0
397	modèles	1	1	1	1
398	interventions	1	1	1	1
398	rhinoplastie	1	1	1	1
399	prescrite	1	1	1	1
399	affections	1	0	0	0
399	réduction	1	1	1	1
399	base	1	1	1	1
400	sutures	1	1	1	1
400	patients	1	1	1	1
400	cicatrices	1	0	0	0
401	base	1	1	1	1
401	chirurgicales	1	0	0	0
401	résections	1	0	0	0
402	Abdulaziz	1	1	1	1
402	Riyad	1	1	1	1
402	rétrospective	1	1	1	1
402	Arabie	1	1	1	1
402	cohorte	1	1	1	1
403	base	1	1	1	1
403	résection	1	1	1	1
403	patients	1	1	1	1
404	monocryl	1	1	1	1
404	sutures	2	1	1	1
404	base	1	1	1	1
