sent_ID	fr_term	counts	matches_strict	matches_caseless	matches_loose
33	instructions	1	0	0	0
33	protocoles	1	1	1	1
34	staphylocoques	1	1	1	1
34	CoPS	1	1	1	1
34	colonies	1	1	1	1
34	nombre	1	1	1	1
34	chiens	1	1	1	1
34	pyodermite	1	1	1	1
34	désinfection	1	1	1	1
36	surface	1	0	0	0
36	nettoyage	2	2	2	2
36	protocoles	1	1	1	1
37	colonies	1	1	1	1
38	chien	1	1	1	1
38	staphylococcique	1	1	1	1
38	pyodermite	1	1	1	1
38	détaillé	1	1	1	1
38	nettoyage	1	1	1	1
38	désinfection	1	1	1	1
38	protocole	1	1	1	1
40	total	1	1	1	1
41	nombre	1	1	1	1
41	surfaces	1	1	1	1
41	détaillé	1	1	1	1
41	protocole	1	1	1	1
42	détaillé	1	1	1	1
42	protocole	1	1	1	1
42	CoPS	1	1	1	1
42	colonies	1	1	1	1
43	CoPS	1	1	1	1
43	examen	1	1	1	1
43	table	2	2	2	2
45	détaillés	1	1	1	1
45	désinfection	1	1	1	1
45	protocoles	1	1	1	1
45	vétérinaire	1	0	0	0
45	examen	2	2	2	2
46	désinfection	1	1	1	1
46	étude	1	0	0	0
47	données	1	1	1	1
47	problème	1	1	1	1
48	bien-être	1	1	1	1
48	individuelle	1	0	0	0
48	approches	1	1	1	1
49	médicale	1	1	1	1
49	culture	1	1	1	1
49	épuisement	1	0	0	0
50	individuel	1	0	0	0
50	initiatives	1	1	1	1
50	bien-être	1	1	1	1
57	moustiques	1	1	1	1
58	moustiques	1	1	1	1
58	maladies	1	0	0	0
59	maladie	1	1	1	1
60	diffusion	1	0	0	0
61	vide	1	0	0	0
62	travail	1	0	0	0
63	adultes	1	1	1	1
63	Culex	1	1	1	1
63	abondante	1	1	1	1
63	espèce	1	0	0	0
63	Nile	1	1	1	1
63	virus	1	1	1	1
63	transmission	1	1	1	1
64	échantillonnages	1	0	0	0
64	paludisme	2	2	2	2
64	risque	1	1	1	1
64	locale	1	0	0	0
64	transmission	1	1	1	1
65	Aedes	1	1	1	1
65	Rift	1	1	1	1
65	virus	1	1	1	1
65	transmission	1	1	1	1
66	dengue	2	2	2	2
66	vecteur	1	1	1	1
66	minimal	1	0	0	0
66	chikungunya	1	1	1	1
66	virus	1	1	1	1
67	étude	1	1	1	1
67	Culiseta	1	1	1	1
68	études	1	1	1	1
68	différentes	1	1	1	1
68	moustiques	2	2	2	2
68	espèces	1	1	1	1
68	maladies	1	1	1	1
69	femmes	1	1	1	1
69	maladies	1	0	0	0
69	traitement	1	1	1	1
70	patients	1	1	1	1
71	patients	1	1	1	1
71	ischémique	1	1	1	1
71	cardiopathie	1	1	1	1
72	patients	2	1	1	1
75	femmes	1	1	1	1
76	femmes	1	1	1	1
76	hommes	1	1	1	1
77	femmes	1	1	1	1
78	réponse	1	1	1	1
79	femmes	1	1	1	1
80	étude	1	1	1	1
80	patients	1	1	1	1
80	ischémique	1	1	1	1
80	cardiopathie	1	1	1	1
82	patients	1	1	1	1
85	RAM/UAM	1	0	0	0
86	MéTHODES:	1	0	0	0
90	surveillance	3	1	1	1
90	Système	1	0	1	1
91	RAM/UAM	1	0	0	0
94	surveillance	1	1	1	1
97	prescription	2	0	0	0
97	séjours	1	0	0	0
97	opioïdes	2	2	2	2
97	patients	1	0	0	0
100	critère	1	0	0	0
100	évaluation	1	0	0	0
100	jours	1	0	0	0
100	opioïdes	1	1	1	1
100	prescription	1	0	0	0
101	opioïdes	1	1	1	1
101	prescripteurs	1	0	0	0
104	opioïdes	1	1	1	1
104	prescription	1	0	0	0
104	jours	1	0	0	0
105	opioïdes	1	1	1	1
106	opioïdes	1	1	1	1
106	prescription	2	0	0	0
109	congé	1	1	1	1
109	opioïdes	1	1	1	1
110	nouvelle	1	1	1	1
110	coronavirus	1	1	1	1
110	maladie	1	1	1	1
110	mondiale	1	1	1	1
111	cardiovasculaires	1	0	0	0
111	maladies	1	0	0	0
111	MCV	2	2	2	2
111	décès	1	1	1	1
111	risque	1	1	1	1
111	facteurs	1	1	1	1
111	comportement	1	1	1	1
111	obésité	1	1	1	1
112	coronavirus	1	1	1	1
114	MCV	1	1	1	1
115	adultes	1	1	1	1
115	activité	1	0	0	0
116	faible	1	1	1	1
116	exercice	2	1	1	1
116	capacité	2	2	2	2
116	portatifs;	1	0	0	0
116	dispositifs	1	1	1	1
116	réguliers;	1	0	0	0
116	sommeil	1	1	1	1
116	horaires	1	0	0	0
118	intraveineuse	1	0	0	0
118	IV	1	1	1	1
118	fer	1	1	1	1
118	érythropoïétine	1	0	0	0
118	stimulation	1	1	1	1
118	traitement	1	0	0	0
118	anémie	1	1	1	1
118	patients	2	2	2	2
118	hémodialyse	2	2	2	2
118	médicaments	1	0	0	0
118	programs	1	0	0	0
119	élevée	1	0	0	0
119	fer	1	1	1	1
119	protocole	1	1	1	1
119	ASE	1	1	1	1
119	utilization	1	0	0	0
119	cardiovasculaires	1	1	1	1
120	protocole	1	1	1	1
121	dose	2	2	2	2
121	fer	2	2	2	2
121	protocole	1	1	1	1
121	canadien	1	1	1	1
121	program	1	0	0	0
121	réactive	1	1	1	1
121	stratégie	1	1	1	1
122	réduction	1	1	1	1
122	ASE	1	1	1	1
122	utilization	1	0	0	0
122	élevée	1	0	0	0
122	fer	1	1	1	1
122	protocole	1	1	1	1
123	fer	1	1	1	1
123	régional	1	1	1	1
123	program	1	0	0	0
123	changements	1	1	1	1
123	médicaments	1	1	1	1
123	publiées	1	1	1	1
123	données	1	1	1	1
124	régional	1	0	0	0
124	anémie	1	1	1	1
124	gestion	1	1	1	1
124	médicaments	1	1	1	1
125	unités	1	1	1	1
125	Kidney	1	1	1	1
126	patients	1	1	1	1
127	mensuelles	1	1	1	1
127	fer	1	1	1	1
127	doses	1	1	1	1
127	audit	1	0	0	0
127	données	1	1	1	1
128	médicaments	1	1	1	1
128	prix	1	1	1	1
129	fer	1	1	1	1
129	érythropoïétine	1	1	1	1
129	posologies	1	0	0	0
129	unité	1	1	1	1
129	niveau	1	1	1	1
130	essai	1	0	0	0
130	augmentation	1	1	1	1
130	fer	2	2	2	2
130	dose	3	3	3	3
130	ASE	1	1	1	1
130	élevée	1	0	0	0
130	protocole	1	1	1	1
131	fer	1	1	1	1
131	ASE	1	1	1	1
132	médicaments	1	1	1	1
132	coûts	3	3	3	3
132	unité	2	2	2	2
133	sensibilité	1	1	1	1
133	analyses	1	1	1	1
133	fer	1	1	1	1
133	utilization	1	0	0	0
133	hémodialyse	1	1	1	1
133	unités	1	1	1	1
134	réduction	1	0	0	0
135	fer	1	1	1	1
135	adultes	1	1	1	1
135	HD	1	0	0	0
135	unités	1	1	1	1
135	patient	1	0	0	0
136	fer	1	1	1	1
137	élevée	1	0	0	0
137	fer	2	2	2	2
137	scénario	1	1	1	1
137	utilization	2	0	0	0
138	sensibilité	1	1	1	1
138	analyses	1	1	1	1
139	dose	2	2	2	2
139	réduction	1	1	1	1
139	ASE	1	1	1	1
139	coûts	1	1	1	1
139	neutralité	1	1	1	1
139	élevée	1	0	0	0
139	fer	1	1	1	1
139	protocole	1	1	1	1
140	étude	1	1	1	1
140	seul	1	1	1	1
140	randomisé	1	1	1	1
140	essai	1	1	1	1
141	transfusions	1	1	1	1
141	hospitalisations	1	1	1	1
141	élevée	1	0	0	0
141	dose	1	1	1	1
141	fer	1	1	1	1
141	protocole	1	1	1	1
142	coûts	2	2	2	2
142	modélisation	1	1	1	1
142	élevée	1	0	0	0
142	fer	1	1	1	1
142	protocole	1	1	1	1
142	canadien	1	1	1	1
142	régional	1	0	0	0
142	hémodialyse	1	1	1	1
142	program	1	0	0	0
143	protocole	2	2	2	2
143	fer	1	1	1	1
143	essai	1	1	1	1
148	transversale	1	1	1	1
148	étude	1	1	1	1
152	participants	1	1	1	1
155	externes	1	1	1	1
155	pressions	1	1	1	1
155	rapide	1	1	1	1
155	approbation	1	1	1	1
168	qualité	1	0	0	0
168	adultes	1	0	0	0
172	insécurité	1	0	0	0
173	insécurité	1	1	1	1
174	biopsie	1	1	1	1
174	inefficacité	2	1	1	1
175	patients	1	1	1	1
176	étude	1	1	1	1
176	histologiques	1	1	1	1
176	fonction	1	1	1	1
176	patients	1	1	1	1
176	transrectale	1	1	1	1
176	prostate	1	1	1	1
176	biopsie	1	1	1	1
177	observationnelle	1	1	1	1
177	cohorte	1	1	1	1
177	étude	1	1	1	1
177	transrectale	1	1	1	1
177	prostate	1	1	1	1
177	biopsie	1	1	1	1
178	neurologiques	1	1	1	1
178	drogues	1	0	0	0
179	patients	1	1	1	1
180	uroflowmétrie	1	0	0	0
180	débit	1	1	1	1
180	patients	1	1	1	1
180	intervention	1	1	1	1
181	prostate	1	1	1	1
181	volume	1	1	1	1
181	cliniques	2	1	1	1
181	histologiques	1	1	1	1
181	risque	2	1	1	1
181	facteurs	2	1	1	1
182	saignement	1	1	1	1
182	biopsie	1	0	0	0
182	complications	1	1	1	1
183	statistique	1	1	1	1
183	analyse	1	1	1	1
183	SPSS	1	1	1	1
183	valeur	1	1	1	1
183	p	1	0	0	0
184	insuffisance	1	0	0	0
184	patients	1	1	1	1
185	hématurie	1	1	1	1
186	hématurie	1	1	1	1
186	caillots	1	1	1	1
186	fois	1	1	1	1
186	inefficacité	1	1	1	1
186	procédure	1	0	0	0
187	patients	1	1	1	1
187	biopsie	1	1	1	1
187	insuffisance	1	0	0	0
188	caillots	1	0	0	0
188	morbidité	1	1	1	1
190	bas	1	1	1	1
190	urinaire	2	1	1	1
190	Symptômes	1	1	1	1
190	prostate	1	0	0	0
190	biopsie	1	1	1	1
190	risque	1	0	0	0
190	facteurs	1	0	0	0
190	rétention	1	1	1	1
191	septique	1	1	1	1
191	arthrite	1	1	1	1
192	maladie	1	1	1	1
192	colonisation	1	1	1	1
192	importantes	1	0	0	0
192	morbidité	1	1	1	1
192	mortalité	1	1	1	1
192	traitement	1	1	1	1
193	antimicrobiennes	1	1	1	1
193	propriétés	1	1	1	1
193	régénératives	1	0	0	0
193	thérapies	1	0	0	0
193	stromales	1	1	1	1
193	cellules	1	1	1	1
193	humaine	1	1	1	1
194	études	1	1	1	1
195	étude	1	1	1	1
195	bactérienne	1	1	1	1
195	suppression	1	1	1	1
195	équin	1	0	0	0
195	lysat	1	1	1	1
195	EPL	2	0	0	0
195	adipeuses	1	0	0	0
195	stromales	1	1	1	1
195	mésenchymateuses	1	1	1	1
195	cellules	1	1	1	1
195	croissance	1	0	0	0
195	sang	1	0	0	0
195	chevaux	1	0	0	0
195	production	1	0	0	0
196	mésenchymateuses	1	1	1	1
196	stromales	1	1	1	1
196	cellules	1	1	1	1
196	adipeux	1	1	1	1
196	tissu	1	1	1	1
196	région	1	1	1	1
197	étude	1	1	1	1
197	témoin	1	1	1	1
197	incomplets	1	0	0	0
197	équilibrés	1	0	0	0
197	blocs	1	0	0	0
197	design	1	0	0	0
197	répétées	1	1	1	1
197	mesures	1	1	1	1
198	optique	1	1	1	1
198	densité	1	1	1	1
198	lectures	1	1	1	1
198	colonie	1	0	0	0
198	unités	1	1	1	1
199	croissance	1	1	1	1
199	aureus</i>-ASC	1	1	1	1
199	aureus</i>-EPL	1	1	1	1
199	traitements	1	1	1	1
200	croissance	1	1	1	1
200	coli</i>-ASC	1	1	1	1
200	traitement	1	1	1	1
201	claire	1	1	1	1
201	antimicrobiens	1	1	1	1
201	effets	1	1	1	1
201	EPL	1	0	0	0
202	significatif	1	1	1	1
202	effet	1	1	1	1
202	croissance	1	1	1	1
202	aureus<	1	1	1	1
202	études	1	1	1	1
202	positif	1	1	1	1
202	bactéries	1	1	1	1
204	femme	1	1	1	1
206	bonne	1	0	0	0
206	humain	1	1	1	1
206	culture	1	1	1	1
209	régionales	1	0	0	0
209	techniques	1	0	0	0
209	douleur	1	1	1	1
209	chirurgie	1	1	1	1
213	classement	1	0	0	0
215	analyse	1	1	1	1
215	consommation	1	0	0	0
218	interventions	1	1	1	1
218	heures	1	0	0	0
219	repos	1	1	1	1
219	douleur	1	1	1	1
219	scores	1	0	0	0
219	continu	1	1	1	1
219	paravertébral	1	1	1	1
219	bloc	2	2	2	2
219	antérieur	1	1	1	1
219	plan	1	1	1	1
220	placebo	1	1	1	1
220	techniques	1	0	0	0
220	combinant	1	0	0	0
220	grappes	1	0	0	0
220	analgésie	1	0	0	0
220	douleur	1	1	1	1
220	scores	1	1	1	1
221	plaie	2	0	0	0
221	nausées	1	0	0	0
221	infiltration	1	0	0	0
221	perfusion	1	0	0	0
221	interventions	1	0	0	0
221	vomissements	1	0	0	0
222	CONCLUSION:	1	0	0	0
224	probantes	1	0	0	0
224	données	1	0	0	0
226	études	1	1	1	1
226	intervention	1	0	0	0
229	chirurgicale	1	1	1	1
229	formation	1	1	1	1
232	étude	1	1	1	1
235	vidéos	1	0	0	0
235	analyse	1	1	1	1
238	analyse	1	1	1	1
239	enseignement	1	0	0	0
239	composante	1	1	1	1
240	analyse	1	1	1	1
240	codes	1	1	1	1
240	vidéos	1	0	0	0
241	herméneutique	1	1	1	1
241	analyse	1	1	1	1
242	étude	1	1	1	1
243	enfants	1	1	1	1
243	comparative	1	1	1	1
245	enfants	1	1	1	1
246	analyse	1	1	1	1
246	transversales	1	0	0	0
246	études	1	0	0	0
246	données	1	1	1	1
246	Costa	1	1	1	1
246	Rica	1	1	1	1
247	χ<sup	1	1	1	1
247	analyse	2	2	2	2
247	multivariée	1	1	1	1
248	statistiques	1	1	1	1
248	analyses	1	1	1	1
248	IBM	1	1	1	1
248	version	2	2	2	2
249	enfants	1	1	1	1
249	fonctionnelles	1	1	1	1
249	difficultés	1	1	1	1
250	enfants	1	1	1	1
250	filles	1	1	1	1
251	enfants	2	2	2	2
252	enfants	1	1	1	1
252	nutrition	1	0	0	0
255	enfants	1	1	1	1
255	scolaire	1	0	0	0
255	soutien	1	1	1	1
256	petits-enfants	1	0	0	0
258	pandémie	1	0	0	0
258	prévention	1	1	1	1
258	traditionnelle	1	1	1	1
258	culture	1	1	1	1
263	mortalité	1	0	0	0
266	généralisées	1	0	0	0
266	équations	1	0	0	0
266	estimation	1	0	0	0
266	variables	1	0	0	0
267	évaluation	1	0	0	0
267	critère	1	0	0	0
271	séjour	1	0	0	0
274	intervalle	1	0	0	0
275	rapport	1	0	0	0
276	CONCLUSION:	1	0	0	0
280	hypercorticisme	1	1	1	1
280	chiens	1	1	1	1
280	dermatologique	1	0	0	0
280	maladie	1	0	0	0
280	adrénocorticale	1	0	0	0
280	suppression	1	1	1	1
280	corticostéroïdes	1	0	0	0
280	auriculaires	1	0	0	0
280	préparations	1	1	1	1
281	suspension	1	1	1	1
281	florfénicol	1	1	1	1
281	terbinafine	1	1	1	1
281	mométasone	1	1	1	1
281	furoate	1	1	1	1
281	seule	1	1	1	1
281	application	1	1	1	1
281	canine	1	1	1	1
281	otite	1	1	1	1
282	médicament	1	1	1	1
282	corticosurrénale	1	0	0	0
282	suppression	1	1	1	1
284	étude	1	1	1	1
284	florfénicol	1	0	0	0
284	terbinafine	1	1	1	1
284	mométasone	1	0	0	0
284	furoate	1	1	1	1
284	corticosurrénale	1	0	0	0
284	suppression	1	1	1	1
284	petite	1	0	0	0
284	chiens	1	1	1	1
284	bilatérale	1	0	0	0
286	chiens	1	1	1	1
286	bilatérale	1	1	1	1
288	ACTH	1	1	1	1
288	stimulation	1	1	1	1
289	topique	1	0	0	0
289	florfénicol	1	1	1	1
289	terbinafine	1	1	1	1
289	mométasone	1	0	0	0
289	furoate	1	1	1	1
289	oreilles	1	1	1	1
290	chiens	1	1	1	1
290	cortisol	1	1	1	1
292	cortisol	1	1	1	1
292	concentrations	1	1	1	1
293	significative	1	1	1	1
293	différence	1	1	1	1
293	cortisol	1	1	1	1
293	concentrations	1	1	1	1
295	preuve	1	1	1	1
295	corticosurrénalienne	1	0	0	0
295	suppression	1	1	1	1
295	corticosurrénale	1	1	1	1
295	fonction	1	1	1	1
295	tests	1	0	0	0
295	chiens	1	1	1	1
295	florfénicol	1	1	1	1
295	terbinafine	1	1	1	1
295	mométasone	1	0	0	0
295	furoate	1	1	1	1
296	brachial	1	1	1	1
296	plexus	1	1	1	1
296	bloc	1	1	1	1
296	intervention	1	1	1	1
296	opérations	1	0	0	0
297	main	1	1	1	1
297	chirurgies	1	0	0	0
298	rétrospective	1	0	0	0
298	analyse	1	0	0	0
298	main	1	1	1	1
299	interne	1	1	1	1
299	fixation	1	1	1	1
299	patients	1	0	0	0
299	supplémentaires	1	0	0	0
299	interventions	1	0	0	0
300	paramétriques	1	1	1	1
300	statistiques	1	1	1	1
300	tests	1	1	1	1
301	générale	1	1	1	1
301	anesthésie	1	1	1	1
301	BPB	1	1	1	1
301	étude	1	1	1	1
302	BPB	1	1	1	1
303	patients	2	1	1	1
303	analgésie	1	1	1	1
304	patients	2	1	1	1
304	antiémétiques	1	0	0	0
304	BPB	1	1	1	1
305	parentérale	1	0	0	0
305	médication	1	0	0	0
306	étude	1	1	1	1
306	anesthétiques	1	0	0	0
306	techniques	1	1	1	1
306	main	1	0	0	0
306	fractures	1	1	1	1
306	anesthésie	1	1	1	1
309	testostérone	2	1	1	1
309	libération	1	0	0	0
310	testostérone	1	1	1	1
310	concentration	1	1	1	1
310	entraînement	1	1	1	1
311	testostérone	1	1	1	1
312	testostérone	2	1	1	1
312	cortisol	1	1	1	1
312	ratios	1	0	0	0
316	libre	1	1	1	1
316	testostérone	1	1	1	1
316	concentrations	1	1	1	1
317	changement	1	0	0	0
317	libre	1	1	1	1
317	testostérone	2	1	1	1
317	cortisol	1	0	0	0
317	ratios	1	0	0	0
320	échantillons	1	0	0	0
321	sarcopénie	1	1	1	1
321	perte	1	1	1	1
321	squelettiques	1	0	0	0
321	muscles	1	0	0	0
321	masse	1	1	1	1
321	fragilité	1	1	1	1
322	sarcopénie	1	1	1	1
322	indésirables	1	1	1	1
322	événements	1	0	0	0
322	aortique	1	1	1	1
322	implantation	1	1	1	1
322	IVAC	1	1	1	1
323	rétrospective	1	1	1	1
323	cohorte	1	1	1	1
323	étude	1	1	1	1
324	patients	1	1	1	1
324	préopératoire	1	1	1	1
324	tomodensitométrie	1	1	1	1
325	musculaire	1	0	0	0
325	squelettique	1	1	1	1
325	masse	1	0	0	0
325	indice	1	1	1	1
325	IMMS	1	0	0	0
325	niveau	1	1	1	1
325	taille	1	1	1	1
326	sarcopénie	1	1	1	1
326	médiane	1	1	1	1
326	IMMS	3	0	0	0
327	postopératoires	1	1	1	1
327	indésirables	1	1	1	1
327	événements	1	0	0	0
327	morbidité	1	1	1	1
327	pulmonaires	1	1	1	1
327	gastro-intestinales	1	1	1	1
327	complications	1	1	1	1
328	multivariée	1	0	0	0
328	régressions	1	0	0	0
328	sarcopénie	1	1	1	1
328	indésirables	1	1	1	1
328	événements	1	0	0	0
329	patients	1	1	1	1
330	comorbidité	1	1	1	1
330	élevé	1	1	1	1
330	insuffisance	1	1	1	1
331	indésirables	1	1	1	1
331	événements	1	0	0	0
331	patients	1	1	1	1
332	régression	1	1	1	1
332	postopératoires	1	1	1	1
332	indésirables	1	1	1	1
332	événements	1	0	0	0
332	IMMS	3	0	0	0
333	analyse	1	1	1	1
333	indésirables	1	1	1	1
333	événements	1	1	1	1
334	sarcopénie	1	1	1	1
334	radiologiques	1	1	1	1
334	psoas	1	1	1	1
334	mesures	1	1	1	1
334	mortalité	1	1	1	1
334	morbidité	1	1	1	1
343	RéSULTATS:	1	0	0	0
345	difficultés	1	0	0	0
351	CONCLUSION:	1	0	0	0
353	électroniques	1	1	1	1
353	nicotine	1	1	1	1
353	inhalateurs	1	0	0	0
353	tabagisme	2	1	1	1
353	arrêt	1	0	0	0
355	analyse	1	1	1	1
357	tabagisme	1	1	1	1
357	inhalateurs	3	0	0	0
358	tabagisme	1	1	1	1
358	CA	3	0	0	0
358	inhalateurs	3	0	0	0
359	inhalateurs	1	0	0	0
360	inhalateurs	1	0	0	0
362	faibles	1	1	1	1
362	pharmaceutique	1	1	1	1
362	mécanismes	1	1	1	1
363	médicaments	1	1	1	1
363	patient	1	1	1	1
365	étude	1	1	1	1
365	médicaments	2	1	1	1
365	préventives	1	0	0	0
365	mesures	1	1	1	1
365	inférieure	1	0	0	0
365	médecins	1	0	0	0
367	transversale	1	1	1	1
367	étude	1	1	1	1
369	préventives	1	0	0	0
369	mesures	1	1	1	1
369	falsifiés	1	1	1	1
369	médicaments	1	1	1	1
374	emballage	1	0	0	0
376	médicaments	1	1	1	1
376	antibactériens	1	1	1	1
376	analgésiques	1	1	1	1
377	traitement	1	1	1	1
377	échecs	1	1	1	1
378	médicaments	1	1	1	1
381	emballage	1	0	0	0
383	falsifiés	1	1	1	1
383	médicaments	1	1	1	1
383	antipaludéens	1	0	0	0
384	falsifiés	1	1	1	1
384	médicaments	1	1	1	1
384	pharmaceutiques	1	1	1	1
384	système	1	1	1	1
384	réglementation	1	1	1	1
384	échecs	1	1	1	1
385	chaîne	1	1	1	1
385	médicaments	1	1	1	1
387	médicaments	1	0	0	0
387	Technologies	1	0	0	0
388	femmes	1	1	1	1
389	allaitement	1	1	1	1
389	soutien	1	1	1	1
389	PCNP	2	0	0	0
389	Toronto	1	1	1	1
389	centre	1	0	0	0
390	femmes	1	1	1	1
391	régression	1	1	1	1
391	analyses	1	1	1	1
393	dimensions	1	1	1	1
395	PCNP	1	0	0	0
395	femmes	1	1	1	1
397	nouveaux	1	1	1	1
397	prestation	1	1	1	1
397	modèles	1	1	1	1
397	femmes	1	1	1	1
398	rhinoplastie	1	1	1	1
399	base	1	1	1	1
399	réduction	1	1	1	1
399	technique	1	1	1	1
400	sutures	1	1	1	1
400	cicatrices	1	0	0	0
400	patients	1	1	1	1
401	ailes	1	0	0	0
401	base	1	1	1	1
401	chirurgicales	1	0	0	0
401	résections	1	0	0	0
401	suture	1	1	1	1
401	matériaux	1	0	0	0
402	rétrospective	1	1	1	1
402	cohorte	1	1	1	1
402	Étude	1	0	1	1
403	chercheurs	1	0	0	0
403	patients	1	1	1	1
403	base	1	1	1	1
403	résection	1	1	1	1
404	patients	2	2	2	2
404	plaies	1	0	0	0
404	base	1	1	1	1
404	deuxième	1	1	1	1
404	sutures	2	1	1	1
405	visuelle	1	1	1	1
405	échelle	1	1	1	1
405	vues	1	0	0	0
406	étude	1	1	1	1
406	patients	2	2	2	2
407	cicatrices	1	1	1	1
407	significative	1	1	1	1
407	différence	1	1	1	1
408	polypropylène	1	0	1	1
408	sutures	1	1	1	1
408	base	1	1	1	1
409	source	2	1	1	1
409	temporelle	1	1	1	1
409	variation	1	1	1	1
409	thermale	1	0	0	0
409	calcaire	1	0	0	0
409	contexte	1	0	0	0
409	multidisciplinaire	1	1	1	1
409	approche	1	1	1	1
410	variable	1	1	1	1
410	température	1	1	1	1
410	profil	1	1	1	1
411	données	2	2	2	2
411	publiée	1	1	1	1
411	analyse	1	1	1	1
411	fonctionnement	1	1	1	1
411	système	1	1	1	1
412	analyse	1	1	1	1
412	mesures	1	1	1	1
412	thermales	1	1	1	1
412	eaux	1	1	1	1
412	écoulent	1	0	0	0
412	carbonifère	1	1	1	1
412	Dublin	1	1	1	1
412	variabilité	1	1	1	1
413	électrique	1	1	1	1
413	résistivité	1	1	1	1
413	modèle	1	1	1	1
413	importantes	1	0	0	0
413	probable	1	1	1	1
413	âge	1	1	1	1
414	créé	1	1	1	1
414	conduits	1	1	1	1
414	fonctionnement	1	1	1	1
414	profonde	1	1	1	1
414	circulation	1	1	1	1
414	succession	1	1	1	1
414	Dublin	1	1	1	1
415	étude	1	1	1	1
415	hypothèse	1	1	1	1
415	maximale	1	1	1	1
415	température	1	1	1	1
415	simultanée	1	1	1	1
415	débit	1	0	0	0
415	rapides	1	0	0	0
415	infiltration	1	1	1	1
415	recirculation	1	1	1	1
415	eaux	1	1	1	1
415	contrôlé	1	1	1	1
415	circulation	1	1	1	1
415	système	1	1	1	1
418	bilharziose	1	0	0	0
418	graves	1	0	0	0
418	infections	1	0	0	0
418	utérus	1	0	0	0
419	séquelles	1	0	0	0
419	infections	1	1	1	1
419	IST	1	0	0	0
419	cancers	1	0	0	0
420	femmes	1	1	1	1
420	BGF	1	0	0	0
421	BGF	1	0	0	0
422	négligence	1	1	1	1
422	femmes	1	1	1	1
422	traitable	1	1	1	1
422	tropicale	1	1	1	1
422	maladie	1	1	1	1
424	participants	1	1	1	1
424	BGF	1	0	0	0
425	petits	1	1	1	1
425	participants	1	1	1	1
427	BGF	1	0	0	0
428	pelvien	1	1	1	1
428	examen	1	1	1	1
430	femmes	1	1	1	1
432	BGF	1	0	0	0
432	traitement	1	1	1	1
432	femmes	1	1	1	1
432	filles	1	1	1	1
434	séjours	1	0	0	0
434	bactériologie	1	1	1	1
436	impériale	1	1	1	1
436	capitale	1	1	1	1
437	transversale	1	1	1	1
437	étude	1	1	1	1
438	humain	1	0	0	0
438	droit	1	1	1	1
441	transversale	1	1	1	1
441	étude	1	1	1	1
443	Gini	1	1	1	1
443	indice	1	1	1	1
443	courbe	1	1	1	1
446	indice	1	1	1	1
447	forte	1	1	1	1
447	positive	1	1	1	1
452	recherches	1	0	0	0
453	poids	1	1	1	1
454	MéTHODES:	1	0	0	0
456	mesures	1	0	0	0
459	CONCLUSION:	1	0	0	0
462	cardiorénal	1	1	1	1
462	syndrome	1	1	1	1
462	SCRA	1	0	0	0
462	patients	1	1	1	1
462	insuffisance	1	1	1	1
462	ICDA	1	1	1	1
463	veineux	1	1	1	1
463	flux	1	1	1	1
463	Doppler	1	0	0	0
463	échographie	1	0	0	0
463	ICDA	1	1	1	1
464	Doppler	1	1	1	1
464	rénale	1	1	1	1
464	congestion	1	1	1	1
464	DIR	2	2	2	2
464	paramètres	1	1	1	1
