sent_ID	concept	count
52	Établissements scolaires	1
53	Enseignement	1
53	bien	1
53	premier	1
53	Canada	1
54	Aptitude	1
54	Médecine	1
55	Objectifs	1
55	Région mammaire	1
55	bien	1
55	Besoins et demandes de services de santé	1
55	base	1
56	Médecins	1
56	bien	1
56	long	1
56	Qualité des soins de santé	1
56	Soins aux patients	1
56	Travail	1
56	Population	1
56	Santé	1
57	Identification (psychologie)	1
57	Culicidae	1
57	Qatar	1
58	infections	1
58	Culicidae	1
58	Santé publique	1
59	simple	1
59	seul	1
59	Maladie	1
59	Risque	1
59	Caractéristiques de l'habitat	1
59	facteurs environnementaux	2
60	Programmes	1
60	bien	1
60	Lutte	1
60	Organisation et administration	1
60	Qatar	1
61	prise en charge	1
61	efficace	1
61	mCV	1
62	trois	1
62	Enquêtes et questionnaires	1
62	entre	1
62	Distribution	1
62	Culicidae	1
62	Santé publique	1
62	Qatar	1
63	Culicidae	2
63	Culex	1
63	plus	1
63	Post-cure	1
63	risque de	1
63	virus	1
64	Méthodes	1
64	paludisme	2
64	anopheles stephensi	1
64	risque de	1
65	moustique	1
65	Zones humides	1
65	Aedes	1
65	risque de	1
65	Virus de la fièvre de la vallée du Rift	1
66	Dengue	1
66	Risque	1
66	Virus de la dengue	1
66	Fièvre chikungunya	1
67	culiseta	1
67	Qatar	1
68	mieux	1
68	Distribution	1
68	Écologie	1
68	comportement	1
68	Morsure	1
68	Culicidae	2
68	actuellement	1
68	Qatar	1
68	risque de	1
69	Femmes	1
69	cardiopathie	1
69	Diagnostic	1
69	prise en charge	1
69	Maladie	1
70	Sexe	1
70	Patients hospitalisés	1
71	Patients hospitalisés	1
71	Ischémie myocardique	1
71	Alberta	1
71	Canada	1
71	Sexe	1
72	Patients	1
72	version	1
72	suivant	1
73	Soins	1
73	Poids et mesures	1
74	sondage	1
74	Comportement de choix	1
74	plus	1
74	positif	1
75	Intervalles de confiance	1
75	Femmes	1
75	Démographie	1
75	Hôpitaux privés à but lucratif	1
76	Mars	1
76	total	1
76	Femmes	1
76	Hommes	1
77	marge	1
77	Femmes	1
78	Probabilité	1
79	Femmes	1
79	plus	1
79	élevé	1
79	aucune	1
80	stratifié	1
80	Patients hospitalisés	1
80	Ischémie myocardique	1
80	Sexe	1
81	Sexe	1
82	Sexe	1
82	Patients	1
83	Infarctus du myocarde	1
85	Organisation et administration	1
85	Résistance microbienne aux médicaments	2
85	Anti-infectieux	1
85	Une seule santé	1
86	Organisation et administration	1
86	Canada	1
87	Méthodes	1
88	environnement	1
88	Consultants	1
88	centre	1
88	Maladies transmissibles	1
88	Vétérinaires	1
88	identifié	1
88	huit	1
88	base	1
88	Organisation et administration	1
90	Éléments	1
90	Organisation et administration	1
90	complet	1
90	plus	1
90	adoption	1
90	Programmes	1
91	Organisation et administration	3
91	Programmes	2
91	Infection croisée	1
92	Organisation et administration	1
92	Canada	1
92	Programmes	1
92	Une seule santé	1
92	complet	1
94	Poids et mesures	1
94	trois	1
94	Programmes	1
94	complet	1
94	Organisation et administration	1
94	actuel	1
95	Infarctus du myocarde	1
97	prescription	1
97	N02A - opioïdes	2
97	Risque	1
97	abus	1
97	Addiction	1
97	surdose	1
98	Habitudes	1
98	prescription	2
98	N02 - analgésiques	1
98	N02A - opioïdes	2
98	après	1
98	Patients hospitalisés	1
98	Patients	1
100	Patients	1
100	hôpital	1
100	N02 - analgésiques	1
100	N02A - opioïdes	1
100	Hôpitaux pédiatriques	1
100	Soins de santé tertiaires	1
100	entre	1
101	principal	1
101	durée	1
101	prescription	1
101	N02A - opioïdes	1
101	nombre	1
102	Association	1
102	entre	1
102	Patients	1
102	une durée	1
102	prescription	1
102	N02A - opioïdes	1
102	cinq	1
102	hospitalisations	1
104	Cours	1
104	Période	1
104	Patients	1
104	au total	1
104	Ordonnances	1
104	N02A - opioïdes	1
105	durée	1
105	N02A - opioïdes	1
105	consultation	1
105	externe	1
106	dix	1
106	sept	1
106	Ordonnances	1
106	N02A - opioïdes	1
106	cinq	1
107	hôpital	1
107	quatre	1
107	prescription	3
107	N02AA05 - oxycodone	1
107	Hôpitaux privés à but lucratif	1
107	Orthopédie	1
107	N02A - opioïdes	1
107	cinq	1
109	N02A - opioïdes	1
109	congé du patient	1
109	cinq	1
109	Directives	1
110	Maladie	1
110	coronavirus	1
110	crise	1
110	Santé publique	1
111	maladie cardiovasculaire	1
111	mCV	2
111	Cause de décès	1
111	Facteurs de risque	1
111	risque de	1
111	Physique	1
111	comportement	1
111	Sédentaire	1
111	obésité	1
112	propagation	1
112	coronavirus	1
112	Caractéristiques de l'habitat	1
112	Social	1
112	petit	1
112	nombre	1
113	Santé publique	1
113	Mouvement	1
114	principal	1
114	Directives de santé publique	1
114	Caractéristiques de l'habitat	1
114	le temps	1
114	Sommeil	1
114	activité	1
114	Physique	1
114	mCV	1
115	mCV	1
115	Directives de santé publique	1
115	le temps	1
115	Exercice physique	1
115	Habitudes	1
115	Sommeil	1
115	Caractéristiques de l'habitat	1
115	Santé publique	1
116	Directives de santé publique	1
116	Temps	1
116	assis	1
117	Communication	1
117	le temps	1
117	Sédentaire	1
117	prolongé	1
117	activité	1
117	Physique	1
117	Exercice physique	1
117	Sommeil	1
117	Association	1
117	mCV	1
118	Fer	1
118	intraveineux	1
118	érythropoïétine	1
118	Anémie	1
118	Patients	2
118	Hémodialyse chronique	1
118	Programmes	1
118	Dialyse rénale	1
119	Fer	1
119	réduit	1
120	Coûts et analyse des coûts	1
120	Fer	1
120	Santé publique	1
120	Canada	1
121	principal	1
121	Fer	2
121	Programmes	1
121	Dialyse rénale	1
121	actuellement	1
121	faible	1
122	secondaire	1
122	Fer	1
123	Fer	1
123	Programmes	1
123	régional	1
123	Dialyse rénale	1
123	Préparations pharmaceutiques	1
123	base	1
124	Amélioration de la qualité	1
124	Anémie	1
124	Préparations pharmaceutiques	1
125	quatre	1
125	Dialyse rénale	2
125	neuf	1
125	centre	1
125	Programmes	1
125	Alberta	1
125	Période	1
125	Observation	1
126	au total	1
126	Patients	1
127	Fer	1
127	Dossiers médicaux électroniques	1
128	Récompenses et prix	1
128	Préparations pharmaceutiques	1
128	échelle	1
129	Fer	1
129	érythropoïétine	1
129	Dialyse rénale	1
130	Fer	2
131	entre	1
131	Fer	1
131	Coûts et analyse des coûts	1
132	Préparations pharmaceutiques	1
132	Dialyse rénale	1
133	Sensibilité et spécificité	1
133	Saccharose	1
133	Fer	1
133	Dialyse rénale	2
135	Fer	1
135	Dialyse rénale	1
135	Confiance	1
136	Coûts et analyse des coûts	1
136	combiné	1
136	Fer	1
136	Administration par voie intraveineuse	1
137	Fer	2
137	Économie	1
138	Sensibilité et spécificité	1
138	Économies	1
139	Fer	1
140	seul	1
140	contrôlé	1
140	Économies	1
141	hospitalisations	1
141	Fer	1
142	Fer	1
142	Programmes	1
142	régional	1
142	Dialyse rénale	1
142	Canada	1
143	Programmes	1
143	Fer	1
143	B03XA01 - érythropoïétine	1
143	Économies	1
144	Réadaptation	1
144	Évaluation éthique	1
144	Recherche	1
144	Commentaire	1
144	Pakistan	1
145	Éthique de la recherche	1
145	cER	1
145	échelle	1
145	adapté	1
145	Temps	1
145	Recherche	1
146	Bioéthique	1
146	Pakistan	1
146	Post-cure	1
147	Recherche	1
147	nouveau	1
148	transversale	1
148	trois	1
148	Collecte de données	1
148	Membres	1
149	huit	1
149	Membres	2
149	trois	1
150	après	1
151	Période	1
152	nouveau	1
152	ligne	1
152	présence de	1
152	Membres	2
152	Autorisation d'exercer	1
152	Apprentissage	1
153	Autorisation d'exercer	1
154	Enquêtes et questionnaires	1
154	plus	1
155	Pressions	1
156	bien	1
156	aIT	1
156	urgence	1
156	Santé publique	1
157	Réadaptation	1
157	Évaluation éthique	1
157	d'urgence	1
157	Directives	1
157	Besoins et demandes de services de santé	1
158	Infarctus du myocarde	1
159	Objectifs	1
160	Santé	1
160	Diabète de type 2	1
160	alimentation	1
161	Objectifs	1
161	alimentation	2
161	Groupes de population	2
161	Gestion des équipements et fournitures hospitaliers	1
161	sécurité alimentaire	1
163	transversale	1
163	Enquêtes de santé	1
163	nutrition	1
164	Enquêtes et questionnaires	1
164	Population	1
164	dix	1
165	Population	1
165	Période	1
166	après	1
166	linéaire	1
166	généralisé	1
166	entre	1
166	Groupes de population	1
166	Temps	1
166	sécurité alimentaire	1
166	Caractéristiques familiales	1
168	Hommes	1
168	Femmes	1
168	Groupes de population	1
168	plus	1
168	Population	1
169	Groupes de population	1
169	alimentation	1
169	plus	1
169	faible	1
169	sécurité alimentaire	1
170	Aliments	1
172	entre	1
172	Groupes de population	2
173	bien	1
173	contre	1
173	Approvisionnement en nourriture	1
173	Caractéristiques familiales	1
173	Groupes de population	1
173	alimentation	1
174	inefficacité	1
174	biopsie	1
174	prostate	1
175	Morbidité	1
175	bien	1
175	Patients	1
176	Incidence	1
176	Hôpitaux privés à but lucratif	1
176	affectant	1
176	Patients	1
176	Biopsie prostatique	1
176	Population	1
177	Méthodes	1
177	Hommes	1
177	plus	1
177	biopsie	1
177	prostate	1
177	Cancer de la prostate	1
178	Maladies du système nerveux	1
178	Préparations pharmaceutiques	1
178	Miction	1
178	exclus	1
178	Recherche	1
179	Patients	1
180	urodébitmétrie	1
180	urinaire	1
180	maximal	1
180	Patients	1
180	sept	1
180	après	1
180	Intervention	1
181	prostatique	1
181	déterminé	1
181	Facteurs de risque	1
181	Hôpitaux privés à but lucratif	1
182	biopsie	1
182	Hémorragie	1
184	Patients	1
184	cinq	1
184	neuf	1
184	septième	1
185	hématurie	1
185	biopsie	1
185	Population	1
186	hématurie	1
186	Risque	1
186	plus	1
186	élevé	1
186	inefficacité	1
186	Miction	1
186	après	1
186	Intervention	1
187	Patients	1
187	cinq	1
187	inefficacité	1
187	Miction	1
187	Biopsie prostatique	1
188	présence de	1
188	Morbidité	1
189	Vedettes-matière	1
190	symptômes	1
190	bas	1
190	Appareil urinaire	1
191	Arthrite septique	1
191	urgence	1
192	Maladie	1
192	après	1
192	Colonisation bactérienne	1
192	Morbidité	1
192	Mortalité	1
193	Cellules souches mésenchymateuses	1
193	Médecine	1
194	bien	1
195	plaquettes	1
195	Cellules souches mésenchymateuses	1
195	Techniques in vitro	1
195	Croissance	1
195	staphylococcus aureus	1
195	Escherichia coli	1
196	Cellules souches mésenchymateuses	1
196	tissu adipeux	1
196	Fesses	1
196	trois	1
196	Equus caballus	1
197	trois	1
197	Groupes de population	1
197	Fécondation	1
197	incomplet	1
197	Poids et mesures	1
198	densité	1
198	Cellules souches	1
199	Croissance	1
199	plusieurs	1
200	Croissance	1
200	groupe	1
200	Escherichia coli	2
201	Anti-infectieux	1
201	Techniques in vitro	1
202	bien	1
202	effet	1
202	Croissance	1
202	Bactéries à Gram positif	1
203	Recherche	1
204	Conversation	1
204	Archéologie	1
204	Afrique	1
204	plus	1
204	jeune	1
204	Femmes	1
204	four	1
204	Soudan	1
204	Environnement	1
204	entre	1
204	Programmes	1
204	Renforcement des capacités	1
204	Coopération	1
205	unique	1
205	Archéologie	1
206	Entretien	1
206	Vers	1
206	Compréhension	1
206	humain	1
206	Culture	1
206	Économie	1
206	Identité de genre	1
206	Technologie	1
207	Infarctus du myocarde	1
209	Douleur	1
209	après	1
209	chirurgie	1
209	cancer du sein	1
210	Essais	1
210	Douleur	1
210	chirurgie	1
210	mammaire	1
210	oncologique	1
212	Revue systématique	1
212	Méta-analyse en réseau	1
212	PubMed	1
212	Medline	1
212	central	1
213	principal	1
213	Douleur au repos	1
214	Aire sous la courbe	1
214	Classement	2
214	Probabilité	1
214	Intervention	1
214	plus	1
214	élevé	1
215	tailles	1
215	effet	1
216	Analyse de regroupements	1
216	Douleur	1
216	N02A - opioïdes	1
216	Incidence	1
216	nausées et vomissements postopératoires	1
218	dix	1
218	neuf	1
218	Essais	1
218	Patients	1
218	inclus	1
219	Douleur au repos	1
219	continu	1
219	Cartes	3
219	antérieur	1
219	infusion	1
219	Plaie	2
219	simple	1
219	infiltration	1
219	Intervention	1
219	Placebo	1
220	Placebo	1
220	continu	1
221	Classement	1
221	Douleur au repos	1
221	N02A - opioïdes	1
221	Analgésie	1
221	plus	1
221	Intervention	1
221	Placebo	1
222	infiltration	1
222	Plaie	2
222	infusion	1
222	nausées et vomissements postopératoires	1
224	continu	1
224	Cartes	1
224	antérieur	1
224	Probabilité	1
224	Douleur	1
224	après	1
224	chirurgie	1
224	mammaire	1
224	oncologique	1
225	certitude	1
225	Modérée	1
225	faible	1
226	anesthésie régionale	1
226	Chirurgiens	1
226	plaies	1
226	Cathéters	1
227	probable	1
227	Essais	1
227	Intervention	1
227	Placebo	1
227	clinique	1
229	peropératoire	1
229	pierre	1
229	angulaire	1
230	Lecture	1
230	Rétroaction	1
230	plus	1
230	efficace	1
230	chirurgie	1
231	mieux	1
232	Nature	1
232	Interactions	1
232	Rétroaction	1
232	opération	1
232	Lecture	1
232	Postopératoire	1
232	obstétrique	1
232	Gynécologie	1
233	Présentations de cas	1
233	entre	1
234	trois	1
234	cinq	1
234	Chirurgiens	1
234	six	1
234	laparoscopie	1
235	Lecture	1
235	Littérature	1
236	Interactions	1
237	Interactions	1
237	instrument	1
237	V03AB29 - cholinestérase	1
238	Postopératoire	1
238	Lecture	1
238	Autorisation d'exercer	1
238	Interactions	1
239	bien	1
239	plus	2
239	Enseignement	1
239	inclus	1
239	souvent	1
240	Nature	1
240	Rétroaction	1
240	Lecture	1
241	Herméneutique	1
241	identifié	1
241	Lecture	1
241	plus	2
241	Pensée (activité mentale)	1
242	Nature	1
242	Rétroaction	1
242	Lecture	1
242	opération	1
242	plus grand	1
242	Stage interdisciplinaire	1
243	petite enfance	1
243	enfants de moins de 5 ans	1
243	Bangladesh	1
243	Costa Rica	1
243	Ghana	1
243	Étude comparative	1
244	jeune	1
244	Enfant	1
244	facteur	1
244	Santé	1
244	bien	1
244	Vie	1
245	précoce	1
245	Enfant	1
246	Études transversales	1
246	Enquêtes et questionnaires	1
246	Indicateurs et réactifs	1
246	Bangladesh	1
246	Ghana	1
246	Costa Rica	1
247	Modèles logistiques	1
247	Analyse multifactorielle	1
247	trois	1
248	Statistiques	1
248	version	2
249	Sexe	1
249	Enfant	2
249	Éducation	1
249	Statut économique	1
249	État nutritionnel	1
249	Lecture	1
249	Livres	1
249	plus grand	1
249	effet	1
250	Probabilité	2
250	plus	2
250	faible	2
250	Hommes	1
250	Famille nucléaire	1
250	Bangladesh	1
250	Costa Rica	1
250	Ghana	1
251	Probabilité	2
251	plus	2
251	faible	1
251	Costa Rica	1
251	Ghana	1
252	Poids et mesures	1
252	bien	1
252	trois	1
252	Éducation	1
252	Économie	1
252	alimentation	1
253	Rendement	1
253	Apprentissage	1
253	Chine	1
254	Grands-parents	1
254	Chine	1
254	plus	1
254	Temps	1
255	Enfants majeurs	1
255	Travail	1
255	après	1
255	Période	1
255	Grands-parents	1
255	élargi	1
255	Rôle	1
255	Besoins et demandes de services de santé	1
255	base	1
255	Apprentissage	1
255	ligne	1
256	Grands-parents	1
256	mieux	1
257	Période	1
257	difficile	1
257	Apprentissage	2
257	Caractéristiques de l'habitat	1
257	Vie	2
257	Vacances	1
257	Étudiants	1
257	Éducation	1
257	long	1
257	Chine	1
257	entre	1
257	Grands-parents	1
258	Prévention	1
258	Pandémies	1
258	Santé	1
258	Emballage de produit	1
258	Physique	1
258	Culture	1
258	Lettrisme	1
259	Établissements scolaires	1
260	base	1
260	Enseignants	1
260	Grands-parents	1
260	parents âgés	1
260	quatre	1
260	Caractéristiques familiales	1
260	plus	1
260	Savoir	1
260	Santé	1
260	Vie	1
261	Infarctus du myocarde	1
263	Unités de soins intensifs	1
263	Triage	1
264	outil	1
264	risque de	1
264	Mortalité	1
264	Patients	1
264	Ventilation assistée	1
264	Prise de décision	1
264	Allocation des ressources	1
264	Population	1
264	entre	1
266	inclus	1
266	Ventilation artificielle	1
266	trois	1
266	Soins de santé tertiaires	1
266	Ontario	1
266	entre	1
266	Mars	1
267	Mortalité	1
268	principal	1
268	Probabilité	1
268	Mort	1
268	trois	2
268	entre	1
268	Risque	1
271	sept	1
271	Patients	1
272	durée	1
272	Hospitalisation	1
273	Mortalité	1
274	Température	1
274	Lactate	1
274	Volume courant	1
274	ventilation	1
274	Mortalité	1
275	Risque	1
275	clinique	1
275	Aire sous la courbe	1
275	opération	1
275	récepteur	1
275	Confiance	1
276	Risque	1
276	Probabilité	1
276	Mort	1
278	outil	1
278	Mortalité	1
278	Patients	1
280	Hypercorticisme	1
280	fréquemment	1
280	Chiens	1
280	Maladie	1
280	dermatologique	1
280	bien	1
280	corticostéroïdes	1
281	suspension	1
281	otique	1
281	D01AE15 - terbinafine	1
281	mométasone	1
281	après	1
281	Attention	1
281	fréquemment	1
281	Otite externe	1
281	Canine	1
282	médicament	1
282	Cortex surrénal	1
282	le jour	1
282	suivant	1
282	Organisation et administration	1
282	après	1
283	Objectifs	1
284	topique	1
284	D01AE15 - terbinafine	1
284	mométasone	1
284	Cortex surrénal	1
284	Chiens	1
284	Attention	1
285	Animaux	1
286	sept	1
286	Chiens	1
286	pseudomonas	1
287	Méthodes	1
288	cortisol	1
288	après	1
288	ACTH	1
289	topique	1
289	D01AE15 - terbinafine	1
289	mométasone	1
289	les deux oreilles	1
290	Chiens	1
290	cortisol	1
290	après	1
290	ACTH	1
292	cortisol	1
292	après	1
292	ACTH	1
293	entre	1
293	cortisol	1
293	ACTH	1
294	clinique	1
295	aucune	1
295	Cortex surrénal	1
295	Chiens	1
295	Coopération internationale	1
295	topique	1
295	D01AE15 - terbinafine	1
295	mométasone	1
295	Directives de santé publique	1
296	Bloc du plexus brachial	1
296	Intervention	1
296	plus	2
296	Chirurgiens	1
296	Anesthésiologistes	1
296	chirurgie	1
296	membres supérieurs	1
297	sécurité	1
297	chirurgie	1
297	Main	1
298	Personnel de recherche	1
298	Opération de la main	1
298	Période	1
299	fixation	1
299	interne	1
299	inclus	1
300	Statistiques	1
301	au total	1
301	Anesthésie générale	1
302	le temps	1
302	total	1
302	entre	1
302	groupe	2
303	Patients	1
303	Analgésie postopératoire	1
304	Patients	1
304	émétique	1
304	après	1
304	opération	1
304	Groupes de population	1
305	médication	1
305	après	1
305	opération	1
306	Anesthésiques	1
306	fractures	1
306	Main	1
306	Littérature	1
306	Anesthésie	1
306	efficace	1
307	Infarctus du myocarde	1
309	hormones	1
309	Testostérone	1
309	Rôle	1
309	Croissance	1
309	musculaire	1
310	Testostérone	2
310	Attention	1
311	Comportement sexuel	1
311	coït	1
311	Masturbation	1
311	souvent	1
311	Attention	1
311	Testostérone	1
311	Croissance	1
311	musculaire	1
312	Cinétique	1
312	Testostérone	1
312	cortisol	1
312	après	1
312	Comportement sexuel	1
313	Projets pilotes	1
313	Cinétique	1
313	Testostérone	2
313	cortisol	1
313	après	1
313	Masturbation	1
314	Aveugle	1
314	trois	1
314	Bras	1
314	Masturbation	2
314	stimulus	2
314	visuel	2
314	Cinétique	1
314	Adolescent	1
314	Hommes	1
314	Santé	1
316	entre	1
316	Testostérone	1
317	Masturbation	1
317	stimulus	1
317	visuel	1
317	chute	1
317	Testostérone	1
317	Cours	1
318	entre	1
318	Testostérone	2
318	cortisol	1
320	Masturbation	1
320	effet	1
320	Testostérone	1
321	Sarcopénie	1
321	Masse	1
321	fonction musculaire	1
321	squelettique	1
321	Fragilité	1
322	Association	1
322	entre	1
322	Sarcopénie	1
322	après	1
322	Valve aortique	1
322	Cathéter	1
323	Hôpitaux généraux	1
324	Patients	1
324	TAVI	1
324	entre	1
324	Tomodensitométrie	1
324	inclus	1
325	musculaire	1
325	squelettique	1
325	zone	1
325	Muscles	1
325	Muscle iliopsoas	1
325	vertébral	1
325	Taille	1
326	Poids et mesures	1
326	Sarcopénie	1
326	inférieur	1
326	Sexe	2
326	plus	1
326	bas	1
327	principal	1
327	Mortalité	1
327	Morbidité	1
327	gastro-	1
328	Modèles logistiques	1
328	Association	1
328	entre	1
328	Sarcopénie	1
329	au total	1
329	Patients	1
329	inclus	1
330	Morbidité	1
330	Insuffisance cardiaque congestive	1
331	Patients	1
332	Modèles logistiques	1
332	Confiance	1
332	plus	1
332	bas	1
332	Sexe	1
333	Analyse multifactorielle	1
333	plus	1
333	bas	1
333	Sexe	1
334	Sarcopénie	1
334	Poids et mesures	1
334	Muscles	1
334	Muscle iliopsoas	1
334	Mortalité	1
334	Morbidité	1
334	après	1
334	TAVI	1
335	Infarctus du myocarde	1
336	Objectifs	1
337	Membres	1
337	Face	1
337	Aptitude	1
337	Directives de santé publique	1
338	Objectifs	1
338	Caractéristiques de l'habitat	1
338	Alberta	1
338	conseils de santé	1
338	Santé publique	1
339	Post-cure	1
339	Consultants	1
339	Santé publique	1
341	Leadership	1
341	sondage	1
341	transversal	1
341	ligne	1
341	entre	1
342	conseils de santé	1
342	Santé publique	1
342	Région mammaire	1
342	Caractéristiques de l'habitat	1
345	au total	1
346	nourriture	1
346	Emploi	1
347	faible	1
347	Revenu	1
347	plus	1
347	nourriture	1
347	Soins	1
347	Vêtements	1
347	Transports	1
348	Enquêtes et questionnaires	1
348	Équipement et fournitures	1
349	Enquêtes et questionnaires	1
349	Désinfection des mains	1
349	plus	2
349	facile	1
349	une distance	1
349	difficile	1
350	Enquêtes et questionnaires	1
350	facile	1
350	conseils de santé	1
350	Santé publique	1
350	sécurité	1
350	premier	1
351	vouloir	1
353	déterminé	1
353	Organisation et administration	1
353	nicotine	1
353	Dispositifs électroniques d'administration de nicotine	1
353	Santé	1
353	Canada	1
353	effet	1
353	Abandon	1
353	Tabac	1
353	tabagisme	1
354	Sexe	1
354	Vie	1
354	Années de vie ajustées sur la qualité	2
354	Prestations des soins de santé	1
354	tabagisme	1
354	Hommes	1
354	Femmes	1
354	Dispositifs électroniques d'administration de nicotine	1
355	système de santé	1
356	Personnes	1
356	Simulation	1
357	Hommes	1
357	Vie	1
357	Années de vie ajustées sur la qualité	1
357	Coûts des soins de santé	1
357	tabagisme	1
358	Femmes	1
358	Vie	1
358	Années de vie ajustées sur la qualité	1
358	Coûts des soins de santé	1
358	tabagisme	1
358	disponible	1
360	Politique	1
360	Population	1
360	Santé de la population	1
360	Coûts des soins de santé	1
362	Préparations pharmaceutiques	1
362	grave	1
362	Santé publique	1
362	Contrôle social formel	1
363	prescription de	1
363	Préparations pharmaceutiques	1
365	Sensibilisation	1
365	Identification (psychologie)	1
365	Médecine	1
365	Soins	1
365	Poids et mesures	1
365	Préparations pharmaceutiques	1
367	transversale	1
367	Nigeria	1
368	Autorisation d'exercer	1
368	Sensibilisation	1
368	Identification (psychologie)	1
369	Facteurs de risque	1
369	Poids et mesures	1
369	Préparations pharmaceutiques	1
371	Enquêtes et questionnaires	1
372	Hommes	1
373	Enquêtes et questionnaires	1
373	Soins	1
373	plus	1
373	fréquemment	1
373	Emballage de produit	1
374	plus	1
374	Emballage de produit	1
375	Temps	1
375	principal	1
376	plus	1
376	Préparations pharmaceutiques	1
376	Antipaludiques	1
376	Antibactériens	1
376	Analgésiques	1
377	Facteurs de risque	1
377	plus	1
377	Médicaments non conformes aux normes	1
377	Enquêtes et questionnaires	1
377	mauvais	1
377	Contrôle social formel	1
378	plus	1
378	Chaîne	1
378	Préparations pharmaceutiques	1
380	Sensibilisation	1
381	Emballage de produit	1
381	plus	1
382	Temps	1
382	identifié	1
382	prédominant	1
382	possible	1
383	plus	1
383	Préparations pharmaceutiques	2
383	Antipaludiques	1
383	Antibactériens	1
383	N02 - analgésiques	1
384	principal	1
384	Préparations pharmaceutiques	1
384	mauvais	1
384	Contrôle social formel	1
385	Chaîne	1
385	Préparations pharmaceutiques	1
385	efficace	1
386	Vedettes-matière	1
387	Médecine	1
388	Programmes	1
388	nutrition	1
388	Organismes	1
388	Services de santé maternelle et infantile	1
388	Femmes	1
388	Cartes	1
389	Programmes	1
389	Recherche	1
389	site	1
389	C01CA30 - associations	1
390	Femmes	1
390	site	1
390	entre	1
391	régression	1
391	C01CA30 - associations	1
391	entre	1
391	trois	1
391	Programmes	1
391	nombre	2
391	durée	1
392	Patients	1
393	Revenu	1
394	Patients	1
394	au-dessus	1
394	faible	2
394	Revenu	2
394	Programmes	2
394	plus	3
394	nombre	2
394	élevé	2
395	site	1
395	Femmes	1
396	Organisation et administration	1
396	site	1
396	Programmes	1
397	Programmes	1
397	Femmes	1
398	Rhinoplastie	1
398	plus	1
399	base	1
399	Rhinoplastie	1
400	plaies	1
400	plusieurs	1
400	effet	1
400	Patients	1
401	résection	2
401	base	1
401	après	1
401	matériel de suture	1
402	Hôpitaux universitaires	1
402	Arabie saoudite	1
403	Patients	2
403	Photographie	1
403	résection	1
403	base	1
404	Patients	2
404	Groupes de population	1
404	premier	1
404	groupe	1
404	Plaie	2
404	base	1
404	aile	1
404	interrompu	1
405	Échelle visuelle analogique	1
405	base	1
406	inclus	1
406	Patients	2
406	Groupes de population	1
406	groupe	4
406	premier	1
406	Hommes	2
406	Femmes	2
