sent_ID	concept	count_preds	count_refs	true_positives	false_positives	false_negatives	remark
134	Analyse coût-bénéfice	1	1	1	0	0	RECOVERED
135	Fer	1	0	0	1	0	EXTRANEOUS
135	base	1	0	0	1	0	EXTRANEOUS
135	Confiance	1	0	0	1	0	EXTRANEOUS
136	Coûts et analyse des coûts	1	1	1	0	0	RECOVERED
136	combiné	1	1	1	0	0	RECOVERED
136	Fer	1	0	0	1	0	EXTRANEOUS
137	Fer	2	0	0	2	0	EXTRANEOUS
137	Économies	2	0	0	2	0	EXTRANEOUS
137	Programmes	1	0	0	1	0	EXTRANEOUS
138	Sensibilité et spécificité	1	1	1	0	0	RECOVERED
138	Économies	1	1	1	0	0	RECOVERED
139	Fer	1	0	0	1	0	EXTRANEOUS
140	seul	1	1	1	0	0	RECOVERED
140	contrôlé	1	0	0	1	0	EXTRANEOUS
140	Économies	1	1	1	0	0	RECOVERED
141	hospitalisations	1	1	1	0	0	RECOVERED
141	Fer	1	0	0	1	0	EXTRANEOUS
142	Fer	1	0	0	1	0	EXTRANEOUS
142	Programmes	1	0	0	1	0	EXTRANEOUS
142	Canada	1	0	0	1	0	EXTRANEOUS
143	Programmes	1	0	0	1	0	EXTRANEOUS
143	Fer	1	0	0	1	0	EXTRANEOUS
143	Économies	1	1	1	0	0	RECOVERED
144	Réadaptation	1	1	1	0	0	RECOVERED
144	Évaluation éthique	1	1	1	0	0	RECOVERED
144	Recherche	1	0	0	1	0	EXTRANEOUS
144	Commentaire	1	0	0	1	0	EXTRANEOUS
144	Pakistan	1	1	1	0	0	RECOVERED
145	Recherche	2	1	1	1	0	RECOVERED
145	cER	1	1	1	0	0	RECOVERED
145	adapté	1	1	1	0	0	RECOVERED
146	Bioéthique	1	1	1	0	0	RECOVERED
146	Pakistan	1	1	1	0	0	RECOVERED
146	Post-cure	1	0	0	1	0	EXTRANEOUS
147	Recherche	1	1	1	0	0	RECOVERED
147	récemment	1	0	0	1	0	EXTRANEOUS
148	transversale	1	1	1	0	0	RECOVERED
148	trois	1	1	1	0	0	RECOVERED
148	Collecte de données	1	1	1	0	0	RECOVERED
148	Membres	1	1	1	0	0	RECOVERED
149	huit	1	1	1	0	0	RECOVERED
149	Membres	2	2	2	0	0	RECOVERED
149	trois	1	1	1	0	0	RECOVERED
150	le temps	1	0	0	1	0	EXTRANEOUS
150	après	1	1	1	0	0	RECOVERED
151	Période	1	0	0	1	0	EXTRANEOUS
152	nouveau	1	1	1	0	0	RECOVERED
152	ligne	1	1	1	0	0	RECOVERED
152	présence de	1	1	1	0	0	RECOVERED
152	Membres	2	1	1	1	0	RECOVERED
153	Autorisation d'exercer	1	1	1	0	0	RECOVERED
154	Enquêtes et questionnaires	1	1	1	0	0	RECOVERED
154	plus	1	1	1	0	0	RECOVERED
155	Pressions	1	1	1	0	0	RECOVERED
156	bien	1	1	1	0	0	RECOVERED
156	urgence	1	0	0	1	0	EXTRANEOUS
156	Santé publique	1	1	1	0	0	RECOVERED
157	Éthique	1	0	0	1	0	EXTRANEOUS
157	Directives	1	1	1	0	0	RECOVERED
157	Besoins et demandes de services de santé	1	1	1	0	0	RECOVERED
159	Objectifs	1	0	0	1	0	EXTRANEOUS
160	Santé	1	0	0	1	0	EXTRANEOUS
160	Diabète de type 2	1	0	0	1	0	EXTRANEOUS
161	Objectifs	1	0	0	1	0	EXTRANEOUS
161	Groupes de population	2	0	0	2	0	EXTRANEOUS
161	Gestion des équipements et fournitures hospitaliers	1	0	0	1	0	EXTRANEOUS
161	sécurité alimentaire	1	0	0	1	0	EXTRANEOUS
162	Méthodes	1	0	0	1	0	EXTRANEOUS
163	Fécondation	1	0	0	1	0	EXTRANEOUS
163	transversale	1	0	0	1	0	EXTRANEOUS
163	Enquêtes de santé	1	0	0	1	0	EXTRANEOUS
163	nutrition	1	0	0	1	0	EXTRANEOUS
164	Enquêtes et questionnaires	1	0	0	1	0	EXTRANEOUS
164	Population	1	1	1	0	0	RECOVERED
165	index	1	0	0	1	0	EXTRANEOUS
165	Population	1	0	0	1	0	EXTRANEOUS
165	Cours	1	0	0	1	0	EXTRANEOUS
165	Période	1	0	0	1	0	EXTRANEOUS
166	après	1	0	0	1	0	EXTRANEOUS
166	linéaire	1	0	0	1	0	EXTRANEOUS
166	généralisé	1	0	0	1	0	EXTRANEOUS
166	entre	1	0	0	1	0	EXTRANEOUS
166	Groupes de population	1	0	0	1	0	EXTRANEOUS
166	Cours	1	0	0	1	0	EXTRANEOUS
166	Période	1	0	0	1	0	EXTRANEOUS
166	sécurité alimentaire	1	0	0	1	0	EXTRANEOUS
166	Caractéristiques familiales	1	0	0	1	0	EXTRANEOUS
168	DIRA	1	0	0	1	0	EXTRANEOUS
168	Hommes	1	0	0	1	0	EXTRANEOUS
168	Femmes	1	0	0	1	0	EXTRANEOUS
168	Groupes de population	1	1	1	0	0	RECOVERED
168	Population	1	0	0	1	0	EXTRANEOUS
169	Groupes de population	1	0	0	1	0	EXTRANEOUS
169	sécurité alimentaire	1	0	0	1	0	EXTRANEOUS
170	Aliments	1	0	0	1	0	EXTRANEOUS
172	entre	1	0	0	1	0	EXTRANEOUS
172	Groupes de population	2	1	1	1	0	RECOVERED
173	Caractéristiques familiales	1	0	0	1	0	EXTRANEOUS
173	Groupes de population	1	1	1	0	0	RECOVERED
